序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3624,002623,亚玛顿,21.75,0.32,0.07,43208.0,94598526.0,2.08,22.15,21.7,21.95,21.68,1.08,2.18,-54.51,1.53,4329609375.0,4320335719.0,0.09,0.05,19.7,20.17
3625,601608,中信重工,6.21,0.32,0.02,259176.0,161947051.0,1.62,6.3,6.2,6.22,6.19,0.95,0.57,75.74,3.04,28439026844.0,28439026844.0,0.16,0.0,-7.86,-5.77
3626,301557,常友科技,101.13,0.32,0.32,5056.0,51462682.0,1.92,102.74,100.8,100.8,100.81,0.85,2.85,59.07,4.43,4480854994.0,1796572832.0,-0.13,-0.21,-18.0,-22.68
3627,002905,金逸影视,9.51,0.32,0.03,81374.0,77657725.0,3.48,9.67,9.34,9.6,9.48,0.5,2.33,141.39,37.68,3578803200.0,3323174400.0,0.0,0.11,-13.07,-15.84
3628,688658,悦康药业,18.73,0.32,0.06,94641.0,177598205.0,4.39,19.15,18.33,18.68,18.67,0.6,2.1,-32.12,2.54,8428500000.0,8428500000.0,-0.11,0.05,-33.39,-17.16
3629,920003,中诚咨询,27.92,0.32,0.09,1347.0,3749146.04,2.05,28.07,27.5,27.82,27.83,0.59,1.01,17.83,2.83,1806822865.0,371743241.0,-0.18,0.07,-15.27,-14.98
3630,002760,凤形股份,21.64,0.32,0.07,37939.0,82673741.0,1.85,22.0,21.6,21.88,21.57,1.17,3.51,115.85,2.81,2336875598.0,2336875598.0,-0.14,0.05,0.19,-0.32
3631,600903,贵州燃气,6.31,0.32,0.02,55459.0,35067874.0,0.95,6.35,6.29,6.29,6.29,0.63,0.48,123.38,2.42,7256559364.0,7256559364.0,-0.16,-0.16,-5.96,-4.54
3632,300558,贝达药业,44.25,0.32,0.14,72413.0,323168608.7,3.38,45.39,43.9,44.26,44.11,0.89,1.73,44.06,3.19,18617472553.0,18558125205.0,-0.23,-0.23,-10.75,-5.23
3633,002391,长青股份,6.23,0.32,0.02,72544.0,45467751.5,2.25,6.33,6.19,6.22,6.21,0.71,1.56,58.04,0.95,4046961587.0,2891472653.0,-0.16,0.0,3.66,5.06
3634,603517,ST绝味,12.66,0.32,0.04,35509.0,45016468.0,1.98,12.83,12.58,12.65,12.62,0.43,0.59,20.53,1.2,7671984510.0,7671984510.0,0.0,0.16,-2.47,-0.78
3635,301269,华大九天,84.47,0.32,0.27,43251.0,368319687.28,1.59,85.8,84.46,84.7,84.2,1.14,0.79,3813.89,8.87,46073114748.0,46073114748.0,-0.06,-0.02,-24.58,-20.56
3636,603787,新日股份,12.66,0.32,0.04,91558.0,116069983.0,1.43,12.78,12.6,12.61,12.62,0.49,3.98,18.88,1.83,2913620381.0,2913620381.0,0.0,0.0,-4.74,-9.96
3637,300123,亚光科技,6.26,0.32,0.02,167023.0,105251515.0,1.6,6.35,6.25,6.28,6.24,0.89,1.67,-48.52,4.35,6396681610.0,6262621801.0,0.0,0.0,-24.03,-22.72
3638,300576,容大感光,34.97,0.32,0.11,54800.0,193074704.8,1.55,35.5,34.96,35.17,34.86,1.02,2.36,97.15,7.57,12811873993.0,8135914192.0,-0.03,-0.09,-21.54,-9.29
3639,300094,国联水产,3.14,0.32,0.01,247980.0,78258403.0,1.6,3.18,3.13,3.15,3.13,0.82,2.24,-3.32,3.44,3542445174.0,3471324633.0,0.0,-0.32,-20.3,-11.8
3640,300376,易事特,6.2,0.32,0.02,242389.0,151464109.0,1.94,6.3,6.18,6.21,6.18,0.96,1.04,114.85,2.16,14435090951.0,14430096386.0,0.16,0.16,-3.43,-4.47
3641,000513,丽珠集团,34.38,0.32,0.11,48125.0,165880059.53,1.52,34.77,34.25,34.37,34.27,0.82,0.85,15.09,2.2,30526248539.0,19532646118.0,0.06,0.09,-6.55,-0.23
3642,002390,信邦制药,3.26,0.31,0.01,262277.0,86029318.77,2.77,3.32,3.23,3.26,3.25,0.74,1.36,31.2,0.94,6336957090.0,6284687443.0,-0.31,0.0,0.31,1.24
3643,301287,康力源,42.16,0.31,0.13,12402.0,52209604.0,1.74,42.43,41.7,42.04,42.03,0.8,7.28,37.17,2.43,2810807200.0,718041716.0,0.21,0.43,-4.05,1.05
3644,688366,昊海生科,39.02,0.31,0.12,4926.0,19286545.0,1.65,39.44,38.8,39.03,38.9,1.24,0.25,35.75,1.66,8973854523.0,7571903382.0,-0.03,-0.03,-13.15,-11.12
3645,002374,中锐股份,3.23,0.31,0.01,122580.0,39850136.76,1.86,3.28,3.22,3.25,3.22,0.74,1.13,-27.84,4.16,3505225984.0,3505225984.0,0.0,0.31,-11.75,-10.28
3646,601801,皖新传媒,6.52,0.31,0.02,102799.0,67805665.0,2.77,6.68,6.5,6.5,6.5,1.03,0.53,10.02,1.05,12765711665.0,12765711665.0,-0.15,-0.15,-0.76,0.62
3647,600019,宝钢股份,6.42,0.31,0.02,618317.0,397937974.0,1.25,6.47,6.39,6.41,6.4,0.94,0.28,13.18,0.68,139840984089.0,139840984089.0,-0.16,0.0,-11.57,-13.83
3648,688469,芯联集成-U,6.57,0.31,0.02,561949.0,372292287.0,2.6,6.72,6.55,6.62,6.55,0.94,1.27,-95.9,4.21,55074254720.0,29103786000.0,0.15,0.15,-5.19,-1.79
3649,688565,力源科技,12.74,0.31,0.04,21570.0,27701384.0,2.76,13.01,12.66,12.8,12.7,0.76,1.44,197.27,3.84,1907560200.0,1907560200.0,0.08,0.0,9.54,13.85
3650,600398,海澜之家,6.54,0.31,0.02,222013.0,145180690.0,0.92,6.56,6.5,6.51,6.52,0.57,0.46,14.5,1.71,31410117736.0,31410117736.0,0.0,-0.15,7.21,8.1
3651,300909,汇创达,38.89,0.31,0.12,18412.0,71855740.52,2.84,39.54,38.44,39.06,38.77,0.99,1.51,87.51,3.34,6726919153.0,4752787773.0,-0.15,-0.28,-16.35,-19.15
3652,003003,天元股份,13.09,0.31,0.04,35284.0,46672823.0,2.61,13.35,13.01,13.19,13.05,0.52,3.0,34.94,1.79,2313264800.0,1541953894.0,-0.08,-0.08,-2.17,-0.98
3653,600877,电科芯片,16.15,0.31,0.05,149915.0,244991059.0,2.61,16.55,16.13,16.27,16.1,1.09,1.27,1444.06,7.74,19122560796.0,19122560796.0,0.12,0.06,-6.65,-7.98
3654,920509,同惠电子,29.41,0.31,0.09,16220.0,48021159.17,1.84,29.87,29.33,29.52,29.32,0.98,1.93,68.22,12.73,4714590519.0,2470013908.0,-0.03,-0.17,-26.75,-21.76
3655,002545,东方铁塔,22.79,0.31,0.07,133426.0,305355137.68,4.75,23.3,22.22,22.75,22.72,1.0,1.18,25.68,3.0,28352174872.0,25756430905.0,0.09,0.09,6.74,23.52
3656,688246,嘉和美康,19.17,0.31,0.06,26460.0,51148647.0,2.25,19.53,19.1,19.29,19.11,1.0,1.92,-10.43,2.03,2637515914.0,2637515914.0,0.0,-0.42,-19.96,-17.55
3657,000989,九芝堂,9.57,0.31,0.03,135065.0,128788241.5,2.1,9.62,9.42,9.62,9.54,0.56,1.95,36.8,2.2,8191365055.0,6643051416.0,0.1,0.0,6.69,9.62
3658,601188,龙江交通,3.32,0.3,0.01,122266.0,40690574.0,1.51,3.35,3.3,3.31,3.31,0.64,0.94,25.78,0.97,4334160118.0,4334160118.0,0.3,0.0,-5.68,-6.21
3659,688208,道通科技,36.53,0.3,0.11,145546.0,536784308.0,2.47,37.38,36.48,36.82,36.42,1.36,2.17,26.16,6.66,24481802744.0,24481802744.0,0.03,-0.05,-0.6,-0.73
3660,301276,嘉曼服饰,23.4,0.3,0.07,13053.0,30608510.0,2.14,23.79,23.29,23.34,23.33,1.2,1.81,33.68,1.46,3032640000.0,1691062004.0,-0.04,0.04,-21.92,-21.95
3661,688132,邦彦技术,16.84,0.3,0.05,15986.0,27067719.0,2.74,17.19,16.73,16.78,16.79,1.35,1.05,-12.07,2.07,2563472435.0,2563472435.0,0.12,0.06,-9.66,-8.58
3662,603869,ST智知,10.09,0.3,0.03,42357.0,43867716.0,5.07,10.56,10.05,10.29,10.06,3.67,0.86,134.95,1.33,4985636373.0,4985636373.0,0.3,0.4,-8.69,-4.72
3663,002189,中光学,19.8,0.3,0.06,34244.0,68315654.0,1.52,20.09,19.79,19.86,19.74,0.84,1.31,-20.26,9.83,5171745605.0,5170966436.0,-0.05,-0.05,-14.77,-14.25
3664,300174,元力股份,16.93,0.3,0.05,48420.0,82262274.0,1.24,17.11,16.9,16.92,16.88,0.65,1.34,26.8,1.78,6166081395.0,6131953884.0,0.0,0.0,7.29,9.94
3665,002925,盈趣科技,20.03,0.3,0.06,78795.0,158631185.9,2.1,20.37,19.95,20.04,19.97,0.95,1.08,65.11,3.34,15456531132.0,14642893804.0,0.05,0.05,0.55,18.24
3666,920580,科创新材,13.27,0.3,0.04,25464.0,34157804.49,5.52,13.83,13.1,13.28,13.23,2.4,4.65,64.49,3.34,1141220000.0,726705992.0,-0.23,-0.45,-14.39,-10.58
3667,300271,华宇软件,6.65,0.3,0.02,79669.0,53368647.9,1.66,6.75,6.64,6.69,6.63,0.78,1.0,-29.39,1.48,5398873475.0,5301662652.0,0.15,0.0,-9.77,-8.4
3668,300887,谱尼测试,9.96,0.3,0.03,78328.0,78700720.85,1.71,10.13,9.96,9.99,9.93,0.75,2.16,-20.5,1.89,5435542641.0,3607484311.0,0.0,-0.1,-25.17,3.75
3669,688426,康为世纪,20.12,0.3,0.06,11035.0,22401365.0,3.09,20.63,20.01,20.07,20.06,0.86,2.87,-21.91,1.63,2263373566.0,773162668.0,-0.35,-0.3,-19.97,-15.57
3670,301267,华厦眼科,17.19,0.29,0.05,32450.0,55939126.5,1.46,17.33,17.08,17.16,17.14,1.05,0.5,24.97,2.41,14439600000.0,11146758944.0,0.12,0.17,-6.32,-4.39
3671,603516,淳中科技,148.66,0.29,0.43,75004.0,1124726885.0,5.48,154.0,145.87,149.7,148.23,1.21,3.69,-775.12,21.71,30217862356.0,30217862356.0,0.05,0.04,-41.15,-33.49
3672,000833,粤桂股份,23.88,0.29,0.07,362811.0,872938227.1,3.91,24.58,23.65,23.81,23.81,0.84,8.0,39.91,4.86,19153723437.0,10834404381.0,0.13,0.21,15.42,22.71
3673,688301,奕瑞科技,106.94,0.29,0.31,19833.0,213383363.0,2.52,108.47,105.78,106.2,106.63,0.8,0.99,34.79,3.8,22612372636.0,21430794715.0,0.04,-0.15,-1.26,5.77
3674,600926,杭州银行,17.18,0.29,0.05,208133.0,356601543.0,0.76,17.2,17.07,17.18,17.13,0.74,0.29,6.54,0.94,124537863775.0,124537863775.0,0.06,0.12,8.73,12.43
3675,301556,托普云农,83.16,0.29,0.24,11785.0,98750121.81,1.58,84.41,83.1,83.42,82.92,0.81,4.0,58.26,7.18,7091884800.0,2451556800.0,-0.07,-0.07,-20.24,-15.18
3676,300816,艾可蓝,72.24,0.29,0.21,19554.0,140465592.0,4.12,73.27,70.3,72.97,72.03,0.65,3.45,58.51,6.36,5779200000.0,4093737569.0,-0.01,0.07,54.59,50.03
3677,000055,方大集团,3.51,0.29,0.01,106214.0,37614623.5,2.57,3.59,3.5,3.54,3.5,1.09,1.57,-7.31,0.68,3769298537.0,2372249046.0,0.0,0.29,-16.23,-14.39
3678,300864,南大环境,20.45,0.29,0.06,13810.0,28414831.0,1.67,20.76,20.42,20.44,20.39,0.87,0.87,20.41,2.45,3229273467.0,3229273467.0,-0.05,-0.1,2.92,3.7
3679,000813,德展健康,3.47,0.29,0.01,227914.0,79646935.63,3.47,3.55,3.43,3.48,3.46,0.68,1.09,-89.43,1.46,7276956224.0,7275759074.0,0.0,0.0,-11.03,-9.64
3680,301301,川宁生物,10.47,0.29,0.03,133619.0,140211428.32,1.82,10.59,10.4,10.5,10.44,0.75,2.16,30.36,2.89,23348989950.0,6468173425.0,0.0,0.0,-2.7,3.25
3681,601607,上海医药,17.14,0.29,0.05,101572.0,174268247.0,1.29,17.25,17.03,17.15,17.09,0.68,0.36,11.1,0.84,63561321406.0,47807016636.0,0.0,-0.06,-3.82,-3.38
3682,002675,东诚药业,13.9,0.29,0.04,263313.0,365499834.6,3.75,14.15,13.63,13.8,13.86,0.6,3.54,58.59,2.63,11461880300.0,10333037517.0,0.14,0.0,-0.93,1.16
3683,300445,康斯特,20.41,0.29,0.06,37548.0,77088301.0,2.11,20.78,20.35,20.48,20.35,0.99,2.67,41.52,3.38,4335696565.0,2868665851.0,0.1,0.1,-24.32,-21.68
3684,601186,中国铁建,6.99,0.29,0.02,366493.0,256549796.0,0.57,7.02,6.98,6.98,6.97,0.79,0.32,5.17,0.35,94920995085.0,80407686045.0,0.0,0.0,-10.27,-8.87
3685,920187,通领科技,35.72,0.28,0.1,7159.0,25752035.38,2.05,36.35,35.62,35.85,35.62,0.82,3.42,15.12,1.99,2228928000.0,748472808.0,-0.03,-0.08,20.59,20.59
3686,002535,林州重机,3.52,0.28,0.01,82000.0,29004138.6,1.42,3.56,3.51,3.52,3.51,0.68,1.1,29.7,3.98,2821924420.0,2627111467.0,0.0,0.0,-8.81,-9.28
3687,301286,侨源股份,47.33,0.28,0.13,15441.0,73557105.0,3.16,48.39,46.9,47.4,47.2,1.23,0.96,78.53,9.91,18936733000.0,7633353907.0,-0.11,-0.08,3.23,11.92
3688,600211,西藏药业,42.3,0.28,0.12,26338.0,111590596.0,1.8,42.77,42.01,42.18,42.18,0.72,0.82,14.54,3.59,13634101991.0,13634101991.0,0.05,0.0,-3.97,-0.59
3689,300551,古鳌科技,14.27,0.28,0.04,113900.0,164878743.7,2.81,14.67,14.27,14.3,14.23,1.17,3.36,-22.16,11.09,4852696713.0,4838569684.0,-0.21,-0.35,-17.51,-14.24
3690,600744,华银电力,7.28,0.28,0.02,556291.0,405864038.0,1.52,7.34,7.23,7.33,7.26,0.63,2.74,31.09,10.39,14786584715.0,14786584715.0,-0.14,0.0,19.74,23.81
3691,301357,北方长龙,115.44,0.28,0.32,24972.0,289905472.97,2.26,117.4,114.8,115.86,115.12,0.78,10.49,730.16,9.66,10989888000.0,2747472000.0,0.22,0.24,-19.85,-18.1
3692,003023,彩虹集团,25.09,0.28,0.07,33943.0,84927030.12,3.52,25.46,24.58,25.02,25.02,0.73,3.23,45.38,1.71,2643020744.0,2637012040.0,-0.24,-0.2,11.41,10.72
3693,600511,国药股份,29.05,0.28,0.08,39573.0,114946507.0,1.38,29.21,28.81,29.0,28.97,0.74,0.72,10.98,1.18,21918312092.0,16074713617.0,0.1,0.03,0.21,1.04
3694,920819,颖泰生物,3.56,0.28,0.01,37064.0,13255550.02,1.69,3.61,3.55,3.56,3.55,0.78,0.31,-17.46,0.91,4363848000.0,4313385000.0,0.0,-0.28,-9.64,-8.01
3695,001210,金房能源,21.14,0.28,0.06,21376.0,45353796.75,1.85,21.4,21.01,21.15,21.08,1.06,2.24,24.66,2.47,3315019971.0,2014621748.0,0.43,0.52,1.15,23.41
3696,601128,常熟银行,7.04,0.28,0.02,182863.0,128627622.0,0.43,7.05,7.02,7.02,7.02,0.66,0.55,5.22,0.79,23348311339.0,23348311339.0,0.14,0.14,-0.14,0.0
3697,688213,思特威-W,94.01,0.28,0.26,71008.0,673380186.0,2.13,95.88,93.88,94.91,93.75,0.64,2.19,37.77,7.24,37820859918.0,30413125839.0,-0.12,-0.1,-3.29,-1.14
3698,601163,三角轮胎,14.1,0.28,0.04,31253.0,44232940.0,1.21,14.25,14.08,14.15,14.06,0.89,0.39,12.4,0.82,11280000000.0,11280000000.0,0.07,0.07,-1.19,-1.33
3699,002372,伟星新材,10.63,0.28,0.03,72642.0,77503651.06,1.79,10.78,10.59,10.67,10.6,0.54,0.49,22.85,3.46,16923363812.0,15635218775.0,0.0,0.0,2.02,1.92
3700,301028,鼎熔岩,14.34,0.28,0.04,21937.0,31622289.0,1.47,14.52,14.31,14.43,14.3,0.9,0.88,21.51,3.34,5507272526.0,3562908341.0,0.14,0.07,-3.5,-1.65
3701,603665,康隆达,28.6,0.28,0.08,29458.0,85091719.0,3.54,29.47,28.46,28.6,28.52,1.27,1.84,26.0,6.47,4607776230.0,4580796420.0,0.07,-0.17,-12.67,-10.4
3702,301168,通灵股份,43.33,0.28,0.12,21580.0,93850283.0,3.01,44.22,42.92,43.07,43.21,1.04,2.26,87.2,2.41,5199600000.0,4129926849.0,-0.09,-0.18,-2.63,-7.22
3703,603181,皇马科技,14.87,0.27,0.04,34007.0,51007792.0,1.82,15.12,14.85,14.88,14.83,0.79,0.58,19.46,2.62,8753969000.0,8753969000.0,0.07,0.0,1.43,4.06
3704,000819,岳阳兴长,14.83,0.27,0.04,27078.0,40283869.7,1.01,14.95,14.8,14.82,14.79,0.61,0.74,-129.25,2.58,5479751824.0,5420844098.0,0.14,0.14,-8.0,-8.63
3705,002978,安宁股份,33.37,0.27,0.09,33541.0,112669995.2,1.95,33.95,33.3,33.47,33.28,1.14,0.91,18.65,1.85,15750304898.0,12322858850.0,0.18,0.21,-9.15,0.97
3706,600305,恒顺醋业,7.52,0.27,0.02,36543.0,27561777.0,0.8,7.57,7.51,7.51,7.5,0.66,0.33,44.03,2.48,8320665891.0,8294471475.0,-0.13,0.0,-5.65,-5.05
3707,600016,民生银行,3.71,0.27,0.01,1201497.0,446404282.0,0.81,3.73,3.7,3.71,3.7,0.61,0.34,5.31,0.29,162432772642.0,131564477120.0,0.0,0.0,-3.64,-3.13
3708,300930,屹通新材,29.61,0.27,0.08,10226.0,30464089.0,1.86,30.03,29.48,29.79,29.53,0.56,2.17,48.85,3.23,2961000000.0,1395371280.0,-0.17,-0.1,-2.85,-0.3
3709,300357,我武生物,26.25,0.27,0.07,108598.0,286074094.69,2.48,26.72,26.07,26.18,26.18,0.92,2.24,29.89,5.21,13744080000.0,12706685381.0,0.04,0.08,-13.88,-7.08
3710,301577,美信科技,63.38,0.27,0.17,7474.0,47633260.85,1.85,64.28,63.11,63.69,63.21,0.77,3.97,187.96,3.74,2853969710.0,1194152404.0,0.0,0.03,10.88,12.26
3711,688053,ST思科瑞,36.72,0.27,0.1,9336.0,34938576.0,3.82,38.08,36.68,37.23,36.62,1.26,0.93,-189.01,2.28,3672000000.0,3672000000.0,0.03,-0.11,-13.92,-0.08
3712,301299,卓创资讯,67.39,0.27,0.18,19185.0,130139694.38,1.74,68.5,67.33,67.8,67.21,0.65,4.31,61.99,6.93,4069045938.0,2998662871.0,-0.19,-0.16,22.04,23.92
3713,002399,海普瑞,11.28,0.27,0.03,37488.0,42512797.22,2.04,11.48,11.25,11.25,11.25,0.67,0.3,47.36,1.38,16551101181.0,14068435221.0,-0.18,-0.09,-6.78,-4.33
3714,002317,众生药业,18.61,0.27,0.05,226779.0,422682983.56,2.69,18.88,18.38,18.56,18.56,0.67,2.98,47.34,3.92,15817206177.0,14173699926.0,-0.05,0.0,-13.76,-1.95
3715,301638,南网数字,26.39,0.27,0.07,193007.0,511231940.31,1.71,26.75,26.3,26.52,26.32,0.82,8.21,133.23,7.53,83910969570.0,6201126396.0,0.04,0.04,30.51,40.3
3716,300838,浙江力诺,15.24,0.26,0.04,25138.0,38515693.0,2.24,15.49,15.15,15.28,15.2,0.78,2.47,150.99,2.13,2102784720.0,1550744295.0,0.33,0.33,-7.52,-0.07
3717,600035,楚天高速,3.81,0.26,0.01,62788.0,23973777.0,1.05,3.84,3.8,3.81,3.8,0.65,0.39,8.09,0.69,6134541583.0,6134541583.0,0.26,0.0,-2.81,-1.8
3718,600456,宝钛股份,34.15,0.26,0.09,58993.0,202989156.0,1.94,34.77,34.11,34.3,34.06,0.94,1.23,39.26,2.26,16316102957.0,16316102957.0,0.03,0.0,-12.44,-13.43
3719,600860,京城股份,11.41,0.26,0.03,96541.0,111042233.0,2.46,11.67,11.39,11.44,11.38,0.81,2.17,-116.48,7.29,6246815123.0,5066505391.0,0.18,0.09,-9.52,-9.01
3720,300964,本川智能,73.09,0.26,0.19,61581.0,454900180.87,4.02,75.65,72.72,73.4,72.9,0.67,10.99,126.5,5.51,5578834278.0,4093758255.0,-0.14,-0.19,28.57,31.46
3721,300296,利亚德,7.59,0.26,0.02,996174.0,763402653.27,2.25,7.75,7.58,7.68,7.57,0.93,4.38,55.38,2.55,20583907115.0,17261066048.0,0.0,0.13,15.35,20.09
3722,600990,四创电子,23.14,0.26,0.06,46636.0,108448758.0,2.69,23.62,23.0,23.0,23.08,1.14,1.73,-52.15,3.48,6272127799.0,6224953785.0,0.0,-0.04,-29.67,-26.89
3723,600160,巨化股份,34.79,0.26,0.09,199188.0,693011320.0,1.44,35.06,34.56,34.95,34.7,0.88,0.74,21.69,4.6,93924166158.0,93924166158.0,0.09,0.06,-9.99,-9.02
3724,603049,中策橡胶,49.53,0.26,0.13,22777.0,113289876.0,1.52,50.15,49.4,49.6,49.4,1.15,2.6,9.25,1.79,43313271669.0,4331327177.0,0.16,0.14,-12.75,-11.47
3725,603556,海兴电力,34.39,0.26,0.09,23702.0,81649749.0,1.49,34.71,34.2,34.37,34.3,0.84,0.49,17.13,2.27,16722624806.0,16722624806.0,0.0,0.06,-4.45,-5.52
3726,603171,税友股份,50.9,0.26,0.13,43714.0,223885590.0,2.93,51.97,50.48,51.2,50.77,1.36,1.08,140.46,8.19,20682960500.0,20659801000.0,0.06,0.0,-20.41,-7.67
3727,002228,合兴包装,3.89,0.26,0.01,141734.0,55661891.0,1.8,3.96,3.89,3.92,3.88,0.66,1.17,22.18,1.48,4720070097.0,4704261448.0,0.0,0.0,-16.7,-13.94
3728,002385,大北农,3.96,0.25,0.01,532474.0,210744260.92,0.76,3.97,3.94,3.96,3.95,0.7,1.51,49.69,1.95,17028311117.0,13955348433.0,0.25,0.0,-1.74,-1.0
3729,600191,华资实业,12.04,0.25,0.03,43227.0,52489384.0,2.75,12.34,12.01,12.34,12.01,0.94,0.89,76.46,3.45,5838581280.0,5838581280.0,0.08,0.08,-4.52,-6.3
3730,300177,中海达,8.15,0.25,0.02,85030.0,69557815.76,1.6,8.25,8.12,8.19,8.13,0.77,1.4,-98.93,4.02,6064977888.0,4941371496.0,0.25,0.37,-23.76,-21.1
3731,000607,华媒控股,4.03,0.25,0.01,99736.0,40521397.6,2.24,4.11,4.02,4.08,4.02,0.59,1.13,-52.97,2.65,4101324592.0,3566684779.0,0.0,0.25,-4.5,-2.89
3732,300251,光线传媒,16.17,0.25,0.04,1278616.0,2074860090.23,4.65,16.62,15.87,16.01,16.13,1.59,4.61,15.23,4.41,47436124945.0,44877652212.0,-0.12,0.06,-3.52,-1.28
3733,300111,向日葵,3.95,0.25,0.01,400029.0,159553787.1,2.54,4.04,3.94,3.96,3.94,0.9,3.11,2919.51,7.39,5084482320.0,5084482320.0,0.25,0.25,-38.18,-35.56
3734,688727,恒坤新材,48.89,0.25,0.12,23326.0,114985299.0,2.09,49.8,48.78,49.47,48.77,0.87,4.64,214.04,8.76,21967235244.0,2456388337.0,-0.02,-0.02,-21.22,2.34
3735,600425,青松建化,4.07,0.25,0.01,170858.0,69825884.0,1.48,4.12,4.06,4.09,4.06,0.78,1.06,23.63,1.01,6531144087.0,6531144087.0,0.0,0.0,-5.13,-2.16
3736,000810,创维数字,12.01,0.25,0.03,232007.0,279960589.61,2.25,12.27,12.0,12.02,11.98,1.29,2.09,76.8,2.12,13813848904.0,13338380162.0,-0.08,-0.08,-2.2,1.95
3737,000790,华神科技,4.09,0.25,0.01,181565.0,74512966.4,2.94,4.16,4.04,4.08,4.08,0.67,2.92,-7.96,3.56,2551012199.0,2546493771.0,-0.24,0.0,5.14,5.68
3738,688410,山外山,16.27,0.25,0.04,34655.0,56703667.0,1.66,16.49,16.22,16.22,16.23,0.85,1.08,36.33,2.91,5199902120.0,5199902120.0,-0.12,-0.25,3.76,8.68
3739,001328,登康口腔,32.01,0.25,0.08,14801.0,47631645.27,2.19,32.57,31.87,31.99,31.93,1.51,0.92,30.42,3.77,5511283338.0,5176557969.0,0.06,0.13,-16.86,-18.92
3740,300945,曼卡龙,15.73,0.25,0.04,65089.0,102894517.4,1.47,15.94,15.71,15.72,15.69,0.83,2.73,30.25,2.48,4122386724.0,3750042177.0,0.06,0.06,-3.97,-2.66
3741,000993,闽东电力,12.11,0.25,0.03,206253.0,250110625.58,1.99,12.24,12.0,12.09,12.08,0.58,4.69,94.19,2.16,5545792120.0,5325343097.0,0.0,-0.08,-1.38,1.09
3742,002571,德力股份,12.06,0.25,0.03,52471.0,63803529.0,2.0,12.28,12.04,12.16,12.03,0.71,1.76,-39.48,4.84,4726925442.0,3597572627.0,0.0,0.0,-4.81,2.55
3743,301213,观想科技,68.27,0.25,0.17,11432.0,78629049.76,1.7,69.42,68.26,68.49,68.1,1.06,2.21,5368.26,6.96,5461599932.0,3530313315.0,-0.09,0.01,-17.61,-1.13
3744,301090,华润材料,7.87,0.25,0.02,92177.0,72882157.0,2.04,7.99,7.83,7.85,7.85,0.76,0.63,-91.22,1.84,11588271423.0,11576186015.0,0.0,0.0,10.69,11.79
3745,002132,恒星科技,4.06,0.25,0.01,508475.0,206934209.5,1.73,4.11,4.04,4.1,4.05,0.75,3.63,211.88,1.64,5690271474.0,5681897553.0,0.25,0.25,15.67,14.37
3746,002008,大族激光,76.55,0.25,0.19,446908.0,3415101039.15,2.32,77.32,75.55,76.36,76.36,1.1,4.67,68.47,4.64,78816140882.0,73237223808.0,0.2,0.17,74.21,85.85
3747,301035,润丰股份,82.86,0.24,0.2,14475.0,119929557.0,3.7,84.48,81.42,82.9,82.66,0.81,0.52,19.61,3.19,23264682906.0,23229367974.0,0.05,-0.04,17.8,21.84
3748,000766,通化金马,21.12,0.24,0.05,148057.0,314831858.89,1.99,21.51,21.09,21.27,21.07,0.62,1.53,613.27,8.87,20412368212.0,20402082223.0,0.05,0.14,-19.51,-23.17
3749,301330,熵基科技,34.1,0.24,0.08,29301.0,100760169.8,1.73,34.66,34.07,34.22,34.02,1.3,1.51,46.95,2.36,8025487855.0,6626365230.0,0.03,0.06,-20.55,3.18
3750,001308,康冠科技,20.47,0.24,0.05,13846.0,28513847.3,1.18,20.7,20.46,20.46,20.42,1.01,0.28,21.49,1.76,14404249849.0,10166802639.0,-0.05,-0.05,-3.49,-1.87
3751,600827,百联股份,8.47,0.24,0.02,44948.0,38100030.0,0.71,8.51,8.45,8.49,8.45,0.82,0.28,38.41,0.76,15111903951.0,13589690822.0,0.24,0.12,-7.13,-5.78
3752,002981,朝阳科技,24.59,0.24,0.06,31042.0,76680353.4,2.94,25.13,24.41,24.7,24.53,1.4,2.6,45.83,3.17,3380783568.0,2936464399.0,0.04,0.0,-15.56,-13.93
3753,600031,三一重工,20.71,0.24,0.05,526889.0,1094514555.0,1.69,20.99,20.64,20.91,20.66,0.76,0.62,22.65,2.16,190428541890.0,175504617666.0,0.05,0.1,-4.69,-1.99
3754,688185,康希诺,66.89,0.24,0.16,17912.0,120873181.0,1.99,68.18,66.85,66.85,66.73,0.93,1.57,592.87,3.34,16524759849.0,7650403348.0,-0.03,-0.07,0.38,6.43
3755,300845,捷安高科,12.45,0.24,0.03,98706.0,124444102.23,3.62,12.8,12.35,12.65,12.42,1.29,6.83,556.61,3.2,2560231695.0,1800384839.0,-0.08,0.0,11.86,10.47
3756,000632,三木集团,4.36,0.23,0.01,251993.0,110460669.0,3.45,4.46,4.31,4.4,4.35,0.48,5.41,-11.14,2.31,2029665325.0,2029499802.0,0.23,0.0,-26.23,-22.83
3757,688376,美埃科技,68.97,0.23,0.16,35178.0,241391050.0,6.28,71.09,66.77,69.5,68.81,1.47,2.6,80.17,4.85,9328326578.0,9328326578.0,0.0,-0.23,11.1,19.28
